name	score	station	tel	address	latitude	longitude	open_time	closed_days	sheets	url	icon_url	x	delegate1	delegate2	geometry
ラーメン 風らいぼう	3.62	南砂町駅	不明の為情報お待ちしております	東京都江東区北砂4-21-2	35.677905033784945	139.8315187759359	11:30～14:3018:00～20:30	火曜日	8席 （カウンター8席）	https://tabelog.com/tokyo/A1313/A131303/13205991/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/99247/99247379.jpg?token=81ea5c7&api=v2	1	1	1	POINT (139.8315187759359 35.67790503378495)
支那そば晴弘 （しなそばはるこう）	3.61	門前仲町駅	03-3642-8037	東京都江東区富岡1-21-9	35.67076081090028	139.80045557355362	[月、水～金]11:30～14:15(L.O.14:00) 18:00～22:45(L.O.22:30)[土・日・祝]11:30～15:00 17:00～22:00(L.O.21:45)	火曜	24席 （カウンター7席、テーブル17席）	https://tabelog.com/tokyo/A1313/A131303/13008015/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/91204/91204650.jpg?token=ba149c8&api=v2	1	1	0	POINT (139.8004555735536 35.67076081090028)
月島ロック	3.59	月島駅	03-3532-3172	東京都中央区佃2-16-7	35.66541388450615	139.78464991017228	[月〜土]11:30～14:00 (L.O13:50)18:00～25:00 (L.O24:30) [祝]11:30-15:00 (L.O14:50) ＊ラーメンスープがなくなり次第終了	日曜	14席	https://tabelog.com/tokyo/A1313/A131302/13060374/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/3459/3459246.jpg?token=4ef54bb&api=v2	1	1	1	POINT (139.7846499101723 35.66541388450615)
幸軒 （さいわいけん）	3.57	築地市場駅	03-3545-5602	東京都中央区築地4-10-5 夕月ビル 1F	35.665368083597585	139.77032304657007	[月～日]6:00〜9:30頃、10:30〜13:30頃（なくなり次第終了）※[水]8:00スタートの場合もあるので要TEL[夜の部]※完全予約制17:00〜24:00	お盆・年末年始	10席 （カウンター10席）	https://tabelog.com/tokyo/A1313/A131301/13012793/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/116300/116300522.jpg?token=5183cd9&api=v2	1	1	0	POINT (139.7703230465701 35.66536808359758)
宝家	3.57	木場駅	03-3645-4336	東京都江東区東陽3-20-5 １F	35.66914700266144	139.81109337549904	AM11:45～PM1:30 PM6:00～PM9:30	火曜定休	16席 （カウンター8席、4人掛けテーブル席１卓、2人掛けテーブル席２卓）	https://tabelog.com/tokyo/A1313/A131303/13042999/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/26260/26260424.jpg?token=34d03d9&api=v2	1	0	0	POINT (139.811093375499 35.66914700266144)
和風らーめん 金子	3.57	木場駅	03-3647-2926	東京都江東区塩浜2-8-24	35.66332757105935	139.80799890043212	[月〜水・金]11:00～16:00(L.O.15:30)[土・日・祝]11:00～16:00(L.O.15:30)18:00〜20:00(L.O.19:30)	木曜日	11席 （カウンター3席、テーブル2人掛け４卓）	https://tabelog.com/tokyo/A1313/A131303/13046361/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117810/117810436.jpg?token=c4b0f15&api=v2	1	1	0	POINT (139.8079989004321 35.66332757105935)
香噴噴 東京木場 （シャンペンペン）	3.56	木場駅	03-6331-0061	東京都江東区東陽3-6-2 小鳥居ビル 1F	35.669681373390205	139.81014537407148	ランチ　　11:00～14:15(最終入店)ディナー　18:00～22:30　　　(土曜日、祝前日　～21:00まで)　　　　　※材料がなくなり次第終了　　　第1、第3、第5土曜日はランチ営業のみとさせていただきます【祝日】　　　ランチ営業のみ　11:00～14:15(最終入店)	日曜日	12席	https://tabelog.com/tokyo/A1313/A131303/13204514/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/84428/84428645.jpg?token=247c2c3&api=v2	1	0	0	POINT (139.8101453740715 35.6696813733902)
巓	3.56	葛西駅	03-5679-5120	東京都江戸川区東葛西2-26-12	35.66687013876096	139.87888808416028	[月・水～日]11:00～14:30 18:00～23:00	火曜日	8席 （カウンターのみ）	https://tabelog.com/tokyo/A1313/A131305/13153971/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118805/118805950.jpg?token=99dae32&api=v2	1	1	0	POINT (139.8788880841603 35.66687013876096)
らーめん弁慶 門前仲町店 （べんけい）	3.55	門前仲町駅	03-3820-8002	東京都江東区深川1-1-8	35.674475054265926	139.79578523485418	11:00～翌4:00	無休	15席 （1階：立ち食い　2階：カウンター6～7席、テーブル10席(4人掛け×2、2人掛け×1)）	https://tabelog.com/tokyo/A1313/A131303/13008468/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117918/117918525.jpg?token=e9d92e5&api=v2	1	0	0	POINT (139.7957852348542 35.67447505426593)
ど・みそ ららぽーと豊洲店	3.55	豊洲駅	03-6910-1557	東京都江東区豊洲2-4-9 アーバンドック ららぽーと豊洲 3F	35.65513873639739	139.79276470932587	11:00～23:00(L.O.22:30)	無休	20席	https://tabelog.com/tokyo/A1313/A131307/13149559/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117635/117635616.jpg?token=7e741d7&api=v2	1	1	1	POINT (139.7927647093259 35.65513873639739)
宝来軒 （ほうらいけん）	3.55	葛西駅	03-3687-7273	東京都江戸川区中葛西2-22-9	35.66989367902373	139.87447421593131	営業時間(当面テイクアウトのみの営業)【平日】11:30〜14:30【土日祝日】11:30〜18:00(材料がなくなり次第閉店)	月曜・火曜(祝日・年末年始は変更あり。詳しくは宝来軒Facebookをご覧ください)	59席 （一階32席　二階席23席　合計55席　）	https://tabelog.com/tokyo/A1313/A131305/13003081/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/46175/46175494.jpg?token=2f2feab&api=v2	1	1	0	POINT (139.8744742159313 35.66989367902373)
とうかんや	3.55	南砂町駅	03-5606-8051	東京都江東区南砂5-21-4	35.675269520527394	139.83370454908484	[月～金]11:00～15:0018:00～20:00[土・祝]11:00～15:00（売切れ次第閉店）※2016年9月6日～12日は夏季休業	日曜・第２第４第5月曜・不定休	10席	https://tabelog.com/tokyo/A1313/A131303/13009557/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/107770/107770723.jpg?token=116ab60&api=v2	1	1	0	POINT (139.8337045490848 35.67526952052739)
屋台ソバ 八幡 （はちまん）	3.55	門前仲町駅	03-3630-6600	東京都江東区富岡1-7-2	35.67163230673421	139.79594840774794	[月～土] 11:30～23:00 [日・祝] 11:30～23:00	水曜日	9席	https://tabelog.com/tokyo/A1313/A131303/13025224/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118890/118890029.jpg?token=b4b1063&api=v2	1	0	0	POINT (139.7959484077479 35.67163230673421)
武道家 賢斗 （ブドウカ ケント）	3.55	東陽町駅	03-5683-1211	東京都江東区南砂2-1-4	35.66946906586232	139.81986429891302	[月～日]11:00～翌1:00	無休	15席 （カウンター11席、テーブル4席(4人×1卓)）	https://tabelog.com/tokyo/A1313/A131303/13194530/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117987/117987691.jpg?token=91d30ac&api=v2	1	0	0	POINT (139.819864298913 35.66946906586232)
支那そば しんば	3.52	門前仲町駅	03-5639-2511	東京都江東区富岡1-22-26 杉田ビル 1F	35.67053970988784	139.79967981482685	11:00～22:00	無休	21席	https://tabelog.com/tokyo/A1313/A131303/13198707/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118938/118938708.jpg?token=2e49804&api=v2	1	0	0	POINT (139.7996798148268 35.67053970988784)
やじ満	3.51	市場前駅	不明の為情報お待ちしております	東京都江東区豊洲6-6-1 7街区管理施設棟 3F	35.64311868242769	139.77968134932257	[月～土]5:00～	日曜日、祝日　		https://tabelog.com/tokyo/A1313/A131307/13227694/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/116366/116366243.jpg?token=aa7bef7&api=v2	1	1	1	POINT (139.7796813493226 35.64311868242769)
双麺 門前仲町店	3.50	門前仲町駅	03-5875-9091	東京都江東区門前仲町1-13-5	35.67351848187693	139.7953250393427	11:00～16:00, 17:00〜24:00(L.O.23:30)	無休	14席 （カウンター１０席遠くにテーブル４席有　＋2階席あり）	https://tabelog.com/tokyo/A1313/A131303/13170130/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/112737/112737108.jpg?token=c485378&api=v2	1	0	0	POINT (139.7953250393427 35.67351848187693)
おとど食堂 葛西店	3.50	葛西駅	03-3687-5858	東京都江戸川区東葛西6-15-1 コウセツビル 1F	35.662119986604	139.87528281255402	[月～土] 11:30～15:0017:30～翌1:00(L.O.24:30) [日・祝]11:30～23:00	無休	23席 （カウンター3席、テーブル5卓20席）	https://tabelog.com/tokyo/A1313/A131305/13187806/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/46481/46481167.jpg?token=a5eeadd&api=v2	1	0	0	POINT (139.875282812554 35.662119986604)
麺処　帯笑 （たいしょう）	3.49	新富町駅	03-3551-3337	東京都中央区新富1-16-4 佐藤ビル1階	35.67186087744947	139.77507206856797	11:00～14:3017:00～21:00	日曜・祝日・土曜＋不定休		https://tabelog.com/tokyo/A1313/A131301/13093154/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117958/117958952.jpg?token=b9d09c7&api=v2	1	0	0	POINT (139.775072068568 35.67186087744947)
台湾屋台 阿Ｑ麺館	3.49	南砂町駅	080-4341-0066	東京都江東区東砂7-10-12	35.672086062337534	139.8388681557086	11:00～14:0017:30～22：00	定休日 月曜日	20席 （カウンター4席、テーブル16席）	https://tabelog.com/tokyo/A1313/A131303/13177012/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/72875/72875163.jpg?token=8b6cc25&api=v2	1	1	0	POINT (139.8388681557086 35.67208606233753)
掃部介 （かもんのすけ）	3.48	新富町駅	03-3551-0393	東京都中央区入船2-2-2 志村ビル1F	35.67191663872503	139.77619388428397	11:00-14:0017:30-20:00	土・日・祝日	12席 （カウンター12席）	https://tabelog.com/tokyo/A1313/A131301/13050300/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118443/118443763.jpg?token=5b29366&api=v2	1	0	0	POINT (139.776193884284 35.67191663872503)
伝承ラーメン 北都 （でんしょうらーめんほくと）	3.47	築地駅	03-3541-8610	東京都中央区築地4-7-5 築地ＫＹビル　Ｂ１Ｆ	35.666552398445454	139.770155783711	［月～金］11:30～16:00［土］11:00～16:00	日曜日、祝日	8席 （カウンター席のみ）	https://tabelog.com/tokyo/A1313/A131301/13007633/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/91650/91650959.jpg?token=bbd9705&api=v2	1	0	0	POINT (139.770155783711 35.66655239844545)
鬼豚オーガ	3.47	木場駅	不明の為情報お待ちしております	東京都江東区木場5-5-12 JUビル 1F	35.66959743076292	139.8065548427963	11:30～15:0018:00～22:00昼夜ともにスープなくなり次第終了しますスープ不出来の場合 臨時休業します	なし		https://tabelog.com/tokyo/A1313/A131303/13228920/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/115335/115335521.jpg?token=4cb6a3b&api=v2	1	1	0	POINT (139.8065548427963 35.66959743076292)
鳥藤とりそばスタンド （【旧店名】鳥めし 鳥藤）	3.46	築地駅	050-5593-6146	東京都中央区築地6-26-1 魚河岸食堂	35.66516812634218	139.77154573201037	7:00～14:00	日・祝日　市場の休市日に準ずる	100席 （フードコート）	https://tabelog.com/tokyo/A1313/A131301/13202819/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/110572/110572262.jpg?token=ea1c2c2&api=v2	1	0	0	POINT (139.7715457320104 35.66516812634218)
本場博多 長浜ラーメン まるむら 東陽町店	3.45	木場駅	03-3646-7999	東京都江東区東陽3-17-14	35.66954419107939	139.81159026038995	[月～土]11:00～15:0018:00～翌3:00[日・祝]11:00～15:0018:00～24:00	無休	12席 （カウンター席のみ）	https://tabelog.com/tokyo/A1313/A131303/13154612/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118088/118088858.jpg?token=ecc013f&api=v2	1	0	0	POINT (139.8115902603899 35.66954419107939)
築地 やよい軒	3.45	新富町駅	03-3543-0798	東京都中央区築地2-1 陽光築地ビル　Ｂ１Ｆ	35.67038203919107	139.77303925680408	11:30～14:00LO/17:00～21:30LO【築地 やよい軒】	土曜・日曜・祝日	25席 （カウンター席、テーブル席あり。全25席前後）	https://tabelog.com/tokyo/A1313/A131301/13014837/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/4856/4856161.jpg?token=63245ef&api=v2	1	0	0	POINT (139.7730392568041 35.67038203919107)
健楽 （ケンラク）	3.45	月島駅	非公開	東京都中央区月島3-7-8	35.662736047166405	139.7807450799828	不定　（昼は14:00には閉まってました）	不定　（先日は木曜日にお休みされてました）		https://tabelog.com/tokyo/A1313/A131302/13016552/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/113327/113327311.jpg?token=e17f97f&api=v2	1	1	0	POINT (139.7807450799828 35.6627360471664)
久臨 ダイバーシティ東京プラザ店	3.44	台場駅	03-6457-2668	東京都江東区青海1-1-10 ダイバーシティ東京プラザ 2F	35.625090523930396	139.77471203651695	10:00～22:00（L.O21:30) フードコートの営業時間に準ずる	年中無休（施設に準ずる）	（フードコート内なので多数あり（ただし他店と共通スペース））	https://tabelog.com/tokyo/A1313/A131306/13137822/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/113829/113829293.jpg?token=1df00f3&api=v2	1	0	0	POINT (139.7747120365169 35.6250905239304)
ひのとり 東京東陽町本店	3.44	東陽町駅	03-3649-7080	東京都江東区東陽2-5-18 ジャパンハイツ東陽 1Ｆ	35.66904293790455	139.81629044867387	月〜土 11:00～翌2:00日・祝 11:00〜24:00	無休	18席 （カウンター18席）	https://tabelog.com/tokyo/A1313/A131303/13146533/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/113764/113764364.jpg?token=5cea557&api=v2	1	1	0	POINT (139.8162904486739 35.66904293790455)
中華そば 和渦 TOKYO	3.80	北品川駅	不明の為情報お待ちしております	東京都品川区北品川3-2-1 MTM STUDIO 2F	35.6218916213702	139.73843825189013	[月～金] 11:00～14:3018:00～21:00[土・祝] 11:00～14:30	日曜日	19席 （カウンター席5席、テーブル席14席（４人掛け×2卓、２人掛け×3卓））	https://tabelog.com/tokyo/A1314/A131405/13233678/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119516/119516705.jpg?token=c63d032&api=v2	1	1	1	POINT (139.7384382518901 35.6218916213702)
ラーメン二郎 三田本店 （らーめんじろう）	3.77	三田駅	非公開	東京都港区三田2-16-4	35.64807970731995	139.74151317965934	8:30～15:0017:00～20:00（昼・夜共、材料が無くなり時、早仕舞い）	日曜・祝日（ほか、臨休あり）	13席 （カウンター席のみ）	https://tabelog.com/tokyo/A1314/A131402/13006051/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93371/93371152.jpg?token=c8a44f8&api=v2	1	1	1	POINT (139.7415131796593 35.64807970731995)
鶏ポタ　ラーメン THANK （サンク）	3.75	大門駅	03-5400-1350	東京都港区芝大門2-1-13 芝大友ビル　1F	35.65587657573171	139.75309880293682	[月～金]11:30～15:0018:00～22:00[土日祝]11:30～15:00	土・日・祝日の夜営業	18席 （カウンター 10席、テーブル２席×４卓）	https://tabelog.com/tokyo/A1314/A131401/13135731/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/116599/116599118.jpg?token=5be5674&api=v2	1	1	1	POINT (139.7530988029368 35.65587657573171)
中華そば いづる	3.75	大門駅	非公開	東京都港区芝大門2-1-18	35.65657733305825	139.7530384979033	【月〜木曜日】11:30〜14:00頃18:00〜20:00頃※スープ切れ次第終了【金曜日】11:30〜14:00頃19:00〜21:00頃※スープ切れ次第終了	土曜、日曜	7席 （カウンターのみ）	https://tabelog.com/tokyo/A1314/A131401/13204179/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/109165/109165150.jpg?token=ff0f006&api=v2	1	1	0	POINT (139.7530384979033 35.65657733305825)
ラーメン二郎 品川店 （らーめんじろう）	3.72	北品川駅	03-3474-4026	東京都品川区北品川1-18-5 サンサーラ品川	35.623897043095816	139.74305666488735	[月～金]11:00～14:3017:00～21:00[土]11:00～14:00	日曜・祝日	11席 （カウンターのみ）	https://tabelog.com/tokyo/A1314/A131405/13007375/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/68503/68503857.jpg?token=6f9191c&api=v2	1	1	0	POINT (139.7430566648873 35.62389704309582)
麺屋 翔 品川店	3.71	品川駅	03-6277-2521	東京都港区高輪3-26-20 品達	35.62677053642429	139.73800667420954	11:00～23:0012/31 11:00～17:00	無休(1月1日のみ休み)		https://tabelog.com/tokyo/A1314/A131403/13194503/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/51379/51379559.jpg?token=ace6128&api=v2	1	1	0	POINT (139.7380066742095 35.62677053642429)
麺恋処 き楽	3.71	御成門駅	03-6721-5788	東京都港区新橋5-24-5	35.66319996553076	139.75346787954786	[月～金] 11:00～15:00 17:00～22:00(L.O.21:30) [土] 11:00～15:00(L.O.14:30)	日曜・祝日	16席 （カウンター12席、2人用テーブル２卓）	https://tabelog.com/tokyo/A1314/A131401/13146828/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/67029/67029361.jpg?token=7253385&api=v2	1	1	0	POINT (139.7534678795479 35.66319996553076)
むらさき山	3.69	三田駅	050-5571-9173	東京都港区芝5-23-8	35.64795202395956	139.74613669044535	[月～日]11:30～23:30 (L.O)(スープ切れ次第終了)	年中無休（年末年始を除く）	14席 （カウンター席のみ）	https://tabelog.com/tokyo/A1314/A131402/13046911/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/70352/70352448.jpg?token=3c34822&api=v2	1	1	0	POINT (139.7461366904454 35.64795202395956)
集来 （しゅうらい）	3.66	大門駅	03-5472-0178	東京都港区芝大門2-3-6	35.65639514551804	139.75390843404014	11:00～14:30現在は夜営業休止中	土曜日・日曜日・祝日	22席 （カウンター6席、テーブル16席）	https://tabelog.com/tokyo/A1314/A131401/13014237/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/116435/116435627.jpg?token=2bba404&api=v2	1	0	0	POINT (139.7539084340401 35.65639514551804)
光麟堂	3.66	御成門駅	不明の為情報お待ちしております	東京都港区新橋5-33-8 新橋SSビル 1F	35.66255393519785	139.75413646487695	【平日】11:30～14:30（L.O.）18:00～20:00（L.O.）【隔週土曜】11:30～14:30（L.O.）	日曜・祝日・隔週土曜	8席 （カウンター席のみ）	https://tabelog.com/tokyo/A1314/A131401/13173677/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118306/118306817.jpg?token=827b953&api=v2	1	0	0	POINT (139.754136464877 35.66255393519785)
玉 （ギョク）	3.63	品川駅	03-6271-7715	東京都港区高輪3-26-20 品達品川	35.626664991769815	139.73798445869178	11:00～23:00	無休	28席	https://tabelog.com/tokyo/A1314/A131403/13220816/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118923/118923113.jpg?token=9f43d3c&api=v2	1	0	0	POINT (139.7379844586918 35.62666499176981)
忍八 （にんぱち）	3.61	大門駅	03-3438-0807	東京都港区浜松町1-27-4 佐々木ビル １Ｆ・２Ｆ	35.657476933049665	139.75521489712304	[月～金] 11:30～15:30 17:30～22:30 [土] 11:30～15:30	日曜日	17席 （1Fカウンター5席、2Fテーブル12席）	https://tabelog.com/tokyo/A1314/A131401/13101258/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118571/118571994.jpg?token=b09ba97&api=v2	1	0	0	POINT (139.755214897123 35.65747693304967)
せたが屋 品川店	3.59	品川駅	03-3446-0831	東京都港区高輪3-26-20 品達ラーメン	35.626991346644004	139.73803555053377	11:00～22:30	無休	28席 （大テーブル9席、テーブル席6卓19席）	https://tabelog.com/tokyo/A1314/A131403/13013956/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/6560/6560759.jpg?token=5c2ba7c&api=v2	1	0	0	POINT (139.7380355505338 35.626991346644)
ZOOT （ズート）	3.59	大門駅	03-6459-0660	東京都港区浜松町1-28-4 保木ビル1階	35.657134270969834	139.75607488675578	【昼】11:30～Lo.14:30(ラーメン屋として営業)【夜】17:00～24:00（焼き鳥ダイニングとして営業）	土、日、祝日	29席	https://tabelog.com/tokyo/A1314/A131401/13058997/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/85105/85105523.jpg?token=5ae0dd3&api=v2	1	0	0	POINT (139.7560748867558 35.65713427096983)
なんつッ亭 品川店 （なんつってい）	3.58	品川駅	03-5791-1355	東京都港区高輪3-26-20 麺達七人衆品達	35.626662215079826	139.73802973283742	11:00～23:00	無休	23席 （カウンター15席、テーブル8席）	https://tabelog.com/tokyo/A1314/A131403/13009767/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/6253/6253096.jpg?token=3a0b701&api=v2	1	0	0	POINT (139.7380297328374 35.62666221507983)
東京らあめんタワー 芝大門本店	3.58	大門駅	03-3459-8139	東京都港区浜松町1-27-4	35.65755917745503	139.75528756830604	[月～木]10：30～15：00（L.O）17：00～22：00（L.O）[金]10：30～15：00（L.O）17：00～22：30（L.O）[土・祝]11:00～15:00(L.O)	日曜	15席 （カウンターのみ）	https://tabelog.com/tokyo/A1314/A131401/13094448/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/53076/53076341.jpg?token=ae8dedd&api=v2	1	0	0	POINT (139.755287568306 35.65755917745503)
つけめんTETSU 品川店 （哲 てつ）	3.57	品川駅	03-3443-2102	東京都港区高輪3-26-20 品達ラーメン	35.62668110274899	139.73807556149507	「日～土]11:00～23:00（売切れによる早閉い有）	1月1日元旦だけ休み	25席 （カウンター19席、テーブル6席）	https://tabelog.com/tokyo/A1314/A131403/13045337/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/51636/51636521.jpg?token=3fe4cc1&api=v2	1	0	0	POINT (139.7380755614951 35.62668110274899)
TOKYO豚骨BASE MADE by博多一風堂 品川店	3.57	品川駅	03-5421-8034	東京都港区高輪3-26-27 エキュート品川サウス 1F	35.62798514617656	139.7390054242295	[月～土]7:00～23:00(L.O.22:30)[日・祝]8:00～22:00(L.O.21:30)	無休	28席 （カウンター*28）	https://tabelog.com/tokyo/A1314/A131403/13124628/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/73723/73723984.jpg?token=0cc0d3a&api=v2	1	0	0	POINT (139.7390054242295 35.62798514617656)
やっとこ 三田店	3.57	三田駅	050-5869-9229	東京都港区三田3-1-1	35.647820871699096	139.742977792163	月～土10:30～21:30日曜日11:00~15:00祝日営業10:30~21:30	無し	10席	https://tabelog.com/tokyo/A1314/A131402/13158832/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/73444/73444627.jpg?token=9f98267&api=v2	1	0	0	POINT (139.742977792163 35.6478208716991)
天虎 （てんこ）	3.56	芝公園駅	03-3432-1057	東京都港区芝大門2-9-8	35.65407843025268	139.75284251812016	［月～金］11:00～16:00一三五またはスープ売切れ次第閉店	土曜・日曜・祝日	10席 （カウンター席のみ１０席）	https://tabelog.com/tokyo/A1314/A131401/13023079/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119718/119718467.jpg?token=31a3867&api=v2	1	0	0	POINT (139.7528425181202 35.65407843025268)
幸丼 東京品川 （コウドン）	3.55	品川駅	03-6712-9966	東京都港区港南2-2-13 清水ビル 1F	35.6289670437814	139.74233649126523	11:00～15:00　17:00～23:00　朝定食（月曜日～金曜日）AM７：３０～AM１１：００	不定休	9席 （カウンターのみ）	https://tabelog.com/tokyo/A1314/A131403/13184150/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/62907/62907258.jpg?token=c5b3c83&api=v2	1	1	0	POINT (139.7423364912652 35.6289670437814)
風土木 （ふうどき）	3.55	大門駅	050-5594-2560	東京都港区芝大門2-3-9 柘上ビル　１Ｆ	35.655945193185026	139.7538820680609	[月～金] ランチ／11:30～14:30(L.O14:00) [月～金] ディナー／17:30～23:00(L.O22:30※料理)	土・日・祝祭日	50席 （全席テーブル席）	https://tabelog.com/tokyo/A1314/A131401/13110854/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/72286/72286819.jpg?token=a0e2fa2&api=v2	1	0	0	POINT (139.7538820680609 35.65594519318503)
武源家 （ムゲンヤ）	3.55	三田駅	03-3453-5030	東京都港区三田3-1-2 北村ビル 1F	35.6477805999124	139.7430741749014	[月～土]11:00～22:00[日]11:00～18:00→当面は日曜営業なしだそうで	無休	14席 （カウンターのみ）	https://tabelog.com/tokyo/A1314/A131402/13180759/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119071/119071321.jpg?token=6f5a031&api=v2	1	0	0	POINT (139.7430741749014 35.6477805999124)
博多一瑞亭 三田店	3.55	三田駅	03-6809-3188	東京都港区芝5-14-1 マック三田コート102	35.64876247146681	139.74491369914418	11:00～24:30（L.O.24:00）	不定休	17席	https://tabelog.com/tokyo/A1314/A131402/13207849/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118651/118651024.jpg?token=0aa4976&api=v2	1	0	0	POINT (139.7449136991442 35.64876247146681)
江戸前つけ麺　サスケ	3.54	浜松町駅	03-3432-1880	東京都港区浜松町2-4-1 世界貿易センタービルディング B1F	35.65596717899104	139.75638463698812	[月～金]11:00～15:0017:30〜22:00[土]11:00～21:00[祝]11:00～16:00	日	14席 （カウンター14席）	https://tabelog.com/tokyo/A1314/A131401/13114557/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/8542/8542686.jpg?token=1e33191&api=v2	1	0	0	POINT (139.7563846369881 35.65596717899104)
丸直	3.54	新馬場駅	03-6433-3455	東京都東京都品川区南品川4-2-10-103	35.614630498934005	139.74103475945498	11:30～14:0018:00～21:00	日曜・祝日	14席 （カウンター席8席 テーブル席（4人掛け）1卓 テーブル席（横並び）2席）	https://tabelog.com/tokyo/A1314/A131405/13165668/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117780/117780606.jpg?token=0abc402&api=v2	1	1	0	POINT (139.741034759455 35.61463049893401)
蒙古タンメン中本 品川店 （もうこたんめん）	3.51	品川駅	03-3441-1223	東京都港区高輪3-26-20 品達ラーメン内	35.626768314420325	139.738005563293	11時～23時	無し	32席 （カウンター10席、テーブル22席。）	https://tabelog.com/tokyo/A1314/A131403/13136554/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/14347/14347149.jpg?token=6168998&api=v2	1	0	0	POINT (139.738005563293 35.62676831442032)
天空 （てんくう）	3.51	三田駅	050-5597-1122	東京都港区三田3-3-6	35.647071517895895	139.74357833234484	[月～土］11:00～14:30ゴールデンウィークも通常営業しております！	日曜日	18席	https://tabelog.com/tokyo/A1314/A131402/13022928/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/104530/104530286.jpg?token=eb93dfa&api=v2	1	0	0	POINT (139.7435783323448 35.6470715178959)
綿徳 （ワタトク）	3.51	芝公園駅	03-3451-0898	東京都港区芝2-8-12	35.651870575173156	139.75080001162377	11:00～14:0017:00～22:00(LO21:00)	月曜・土曜・日曜・祝日	34席 （テーブル３４席（２人用×１卓、４人用×８卓））	https://tabelog.com/tokyo/A1314/A131401/13013240/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/111061/111061475.jpg?token=83f2fc6&api=v2	1	0	0	POINT (139.7508000116238 35.65187057517316)
