name	score	station	tel	address	latitude	longitude	open_time	closed_days	sheets	url	icon_url
中華そば むら田	3.58	中目黒駅	03-3719-8425	東京都目黒区中目黒2-7-14 ニックハイム中目黒 1F	35.63818762275921	139.70472307941185	［火～金］11:15～15:00／18:15～22:00［土・日・祝］11:15～16:00 日曜営業	月曜日、第３火曜日（祝日は営業、翌日代休）		https://tabelog.com/tokyo/A1317/A131701/13154917/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/44168/44168142.jpg?token=101ff17&api=v2
さとう 桜新町店	3.58	桜新町駅	050-5589-5952	東京都世田谷区桜新町1-13-9	35.63143367625906	139.64416453086818	11：30～23：00※スープ、材料切れ次第終了 日曜営業	無	17席 （テーブル4人がけ1つ1テーブル2人がけ2つ カウンター9）	https://tabelog.com/tokyo/A1317/A131707/13180047/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/89393/89393360.jpg?token=957361d&api=v2
風は南から （カゼハミナミカラ）	3.58	武蔵小山駅	03-6426-8814	東京都品川区小山4-4-2	35.61899854726527	139.70375793195618	【月～土】11:00～22:30(売切れ次第終了)【日・祝】11:00～22:00(売切れ次第終了) 日曜営業	年中無休	13席 （カウンター5席、テーブル2卓8席）	https://tabelog.com/tokyo/A1317/A131710/13177813/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93572/93572625.jpg?token=cbef4d0&api=v2
爆龍 （ハゼリュウ）	3.58	武蔵小山駅	03-6338-9333	東京都品川区小山4-8-5	35.618098363623155	139.70363492806217	【平日】11：30～15：30(L.O)17：30～21：00(L.O)【土・日・祝】11：30～20：00(L.O) 日曜営業	月曜日 (祝日の場合営業、翌火曜日休業)	10席 （カウンター10席）	https://tabelog.com/tokyo/A1317/A131710/13178446/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/87756/87756273.jpg?token=5107293&api=v2
ラーメン茂木 （もぎ）	3.57	三軒茶屋駅	03-3421-1769	東京都世田谷区太子堂2-13-1	35.644755812821636	139.6731301230144	11:30～14:30／18:00～22:30	日曜・祝日	17席 （カウンター6席　テーブル11席）	https://tabelog.com/tokyo/A1317/A131706/13001432/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/2214/2214015.jpg?token=05ed084&api=v2
渡来武 （トライブ）	3.57	自由が丘駅	03-3725-0128	東京都目黒区自由が丘1-12-4 1F	35.6080482912845	139.66975764873484	[月～日]11:00～翌1:00 日曜営業	無休	8席 （カウンターのみ）	https://tabelog.com/tokyo/A1317/A131703/13185549/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92438/92438542.jpg?token=2970a2d&api=v2
陸 尾山台店	3.57	尾山台駅	不明の為情報お待ちしております	東京都世田谷区等々力1-30-16 ライオンズマンション等々力 １F	35.60376148883742	139.6516368510374	[火〜金]11:30〜14:30 18:00〜21:00[土・日・祝]11:30〜15:00※材料が無くなり次第終了定休日 月曜 日曜営業	月曜日	12席 （カウンターのみ）	https://tabelog.com/tokyo/A1317/A131715/13139998/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/90421/90421298.jpg?token=2f87e9b&api=v2
ボニート・ボニート	3.56	武蔵小山駅	03-3792-7713	東京都品川区小山4-1-8 いつみハイツ　１０１	35.61955817768108	139.7025023728964	[平日]11:30～14:1518:15～21:45[土・日・祝]11:30～15:0018:15～21:45※売り切れ次第終了になります。	月曜日（祝日の場合は翌日）	10席 （厨房前カウンター７席、左奥壁側３席）	https://tabelog.com/tokyo/A1317/A131710/13020897/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/89509/89509606.jpg?token=73b638d&api=v2
中華　味一	3.56	不動前駅	03-3490-9531	東京都目黒区下目黒2-24-7 ハイム7　１Ｆ	35.629274798393354	139.71108934994533	11:30～15:00 17:30～23:00(L.O.22:30) 日曜営業	無休　（年末年始休みあり）	16席 （カウンター4席）	https://tabelog.com/tokyo/A1317/A131710/13090987/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/87545/87545626.jpg?token=7d548cb&api=v2
インディアン 本店	3.56	蓮沼駅	03-3738-1902	東京都大田区西蒲田6-26-3 SSビル 1F	35.56518634215716	139.70917718172268	11:00～18:00 日曜営業	木曜日	17席 （テーブル４人３卓、テーブル２人１卓、カウンター３席）	https://tabelog.com/tokyo/A1317/A131714/13003311/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93670/93670021.jpg?token=4fb35c1&api=v2
松波ラーメン店	3.56	松陰神社前駅	03-5787-8789	東京都世田谷区若林3-19-7	35.64400920250992	139.65588186763378	[月・火・木～土]11:30～14:3017:30～22:00[日]11:30～15:00 日曜営業	水曜日、第2,第4木曜日	12席 （カウンター6席、テーブル6席）	https://tabelog.com/tokyo/A1317/A131709/13090221/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/6587/6587379.jpg?token=c697160&api=v2
中華そば あの小宮	3.56	都立大学駅	03-5726-9115	東京都目黒区中根1-5-1	35.61718658870191	139.6759514358198	11:30～27:00 日曜営業	無休	8席 （カウンター席のみ）	https://tabelog.com/tokyo/A1317/A131702/13212062/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92502/92502231.jpg?token=bf63098&api=v2
中華そば 梟	3.56	蓮沼駅	080-3556-2960	東京都大田区東矢口3-1-11	35.56424773877183	139.70839338324353	11:00～16:00 18:00～21:00	火曜日		https://tabelog.com/tokyo/A1317/A131714/13222486/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93213/93213626.jpg?token=16c0926&api=v2
AFURI 中目黒 （阿夫利　あふり）	3.55	中目黒駅	03-5720-2240	東京都目黒区上目黒1-23-1 中目黒アリーナ1F	35.644453530483915	139.69964293504597	金曜日以外　11:00 - 23:30（L.O 23:00）金曜日　11:00 - 翌5:00（L.O 翌4:30） 日曜営業	無休	16席 （カウンター16席）	https://tabelog.com/tokyo/A1317/A131701/13129706/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/35121/35121026.jpg?token=c2c567e&api=v2
長崎 （ながさき）	3.55	三軒茶屋駅	03-3422-4839	東京都世田谷区三軒茶屋2-15-1	35.64249347949226	139.66881864079974	11:00～21:30ごろ 日曜営業	火曜日	9席 （カウンター席のみ）	https://tabelog.com/tokyo/A1317/A131706/13013105/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92078/92078556.jpg?token=9de8b9f&api=v2
らぁめん小池	3.75	上北沢駅	非公開	東京都世田谷区上北沢4-19-18 上北沢ハイネスコーポ1F	35.670499672469525	139.6223625984023	[平日]11:00〜14:30 / 18:00〜21:00[土日祝]11:00〜15:00 / 18:00〜21:00 日曜営業	10月は休まず営業します！	11席 （カウンター11席）	https://tabelog.com/tokyo/A1318/A131809/13172994/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/72090/72090387.jpg?token=95ae533&api=v2
たんたん亭 （たんたんてい）	3.61	浜田山駅	03-3329-4061	東京都杉並区浜田山3-31-4	35.6817735553157	139.62744110200742	11:00～20:30 日曜営業	年末年始	10席 （カウンター10席）	https://tabelog.com/tokyo/A1318/A131805/13000705/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/72613/72613506.jpg?token=402a169&api=v2
ボニートスープヌードルライク （Bonito Soup Noodle RAIK）	3.61	永福町駅	03-6379-1282	東京都杉並区大宮1-2-3	35.68248018634101	139.64563039218748	火〜金11:30〜15:00 18:00〜21:00Twitterでの告知あり月曜日の二毛作「貝節麺raik」は別店舗を構え３月より営業 日曜営業	土日月	6席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131805/13183147/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/91487/91487947.jpg?token=a9484b5&api=v2
千里眼 （センリガン）	3.60	東北沢駅	03-3481-5773	東京都目黒区駒場4-6-8 佐藤ビル　1F　	35.664011677397994	139.6784914685443	11:00～14:30（L.O.）17:00～21:45（L.O.） 日曜営業	しばらくの間水曜日を定休日とさせていただきます。	12席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131811/13099150/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/39026/39026142.jpg?token=60575de&api=v2
純手打ち 麺と未来	3.60	下北沢駅	不明の為情報お待ちしております	東京都世田谷区北沢3-25-1 シャトルヒエイ1F	35.6635698333449	139.66865157317014	11:30〜14:30/18:00〜麺・スープ切れ終了 日曜営業	月曜	9席 （カウンター9席）	https://tabelog.com/tokyo/A1318/A131802/13221486/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92792/92792615.jpg?token=2f959a8&api=v2
永福町大勝軒	3.59	永福町駅	03-3321-5048	東京都杉並区和泉3-5-3	35.67623832550041	139.6440002594005	11:00～24:00----------------※2018/10/01付　上記営業時間に変更となります。　何卒、宜しくお願い申し上げます。日によって閉店時間より少し早く閉める場合もある為、閉店10分前にはご入店くださいますようお願い申し上げます。 日曜営業	【2018年10月の休業日】15日(月)休業とさせていただきます。　不定休・お正月・（お盆）	23席 （カウンター13席、テーブル10席）	https://tabelog.com/tokyo/A1318/A131805/13011769/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/49872/49872091.jpg?token=49c45f8&api=v2
バサノバ （BASSANOVA）	3.59	新代田駅	03-3327-4649	東京都世田谷区羽根木1-4-18 新代田たちばな荘 1F	35.66361384956056	139.660307819647	[月～金]11:30～14:45 18:00～翌1:30[土・日]11:30～翌1:30 日曜営業	不定休	14席 （カウンターとテーブル席2席）	https://tabelog.com/tokyo/A1318/A131803/13006625/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/89604/89604845.jpg?token=a0bfd42&api=v2
中華そば つけ麺 甲斐 （カイ）	3.59	久我山駅	03-3335-8033	東京都杉並区久我山2-27-1	35.68749524166044	139.59999339587748	[平日]11:30～15:0018:00～0:00[土・日・祝]11:30〜15:0018:00〜22:30 日曜営業	火曜日 第４月曜日	7席 （カウンター7席）	https://tabelog.com/tokyo/A1318/A131806/13038404/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/78732/78732123.jpg?token=5c4cb0a&api=v2
中華そば 西川	3.59	千歳船橋駅	不明の為情報お待ちしております	東京都世田谷区砧2-15-10 メゾンドオーポン 1F	35.64422935287663	139.6181302705412	【火〜土】11:30～14:30 18:00〜20:30【日・祝】昼のみ 11:00〜15:00 日曜営業	月曜定休(祝日の場合火曜)第3火曜	8席 （カウンター8席）	https://tabelog.com/tokyo/A1318/A131813/13213036/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/91850/91850823.jpg?token=055661e&api=v2
みん亭 （珉亭）	3.58	下北沢駅	03-3466-7355	東京都世田谷区北沢2-8-8	35.66250857139945	139.66942044706647	11:30～23:30 日曜営業	月曜(祝日の場合翌日)	60席 （1F:カウンター12席、テーブル8席、2F:座敷40席）	https://tabelog.com/tokyo/A1318/A131802/13001826/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/81199/81199704.jpg?token=d671ae6&api=v2
あぶらー亭 （あぶらーてい）	3.58	桜上水駅	03-3302-2266	東京都杉並区下高井戸1-22-9	35.66892419671452	139.63318649423886	11:00～翌4:00 日曜営業	無休	（カウンタ席と４人テーブル席が４～５席あります。）	https://tabelog.com/tokyo/A1318/A131809/13006577/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/88787/88787468.jpg?token=59b59da&api=v2
鶏そば そると	3.58	下北沢駅	03-5432-9270	東京都世田谷区代沢5-36-13 1F	35.65926443542076	139.66721466851106	11:30～翌1:30（売り切れの場合は早めに閉店） 日曜営業	無休	14席 （カウンター10席、テーブル2人席×3）	https://tabelog.com/tokyo/A1318/A131802/13153756/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/54569/54569285.jpg?token=9d7f261&api=v2
一龍 （いちりゅう）	3.58	下北沢駅	03-3466-1671	東京都世田谷区北沢2-30-11 北沢ビル １Ｆ	35.66310432173768	139.66762435380738	[月～日]11:30～22:00 日曜営業	無休	14席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131802/13001821/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/88481/88481077.jpg?token=cd2f220&api=v2
勢得 （せいとく）	3.58	千歳船橋駅	非公開	東京都世田谷区桜丘3-24-4	35.63955893587041	139.62926844944005	11:00～14:30(材料切れ終了) 日曜営業	月曜日	11席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131813/13006053/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/89536/89536533.jpg?token=09e0bd3&api=v2
我武者羅 （がむしゃら）	3.58	幡ケ谷駅	03-6772-7200	東京都渋谷区幡ヶ谷2-1-5 弓ビル　１Ｆ	35.677968186309904	139.6784298203831	11:30〜15:00 18:00〜23:00 日曜営業	無休	11席 （カウンター11席）	https://tabelog.com/tokyo/A1318/A131807/13119112/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/89741/89741988.jpg?token=42ee692&api=v2
一福 （いちふく）	3.58	初台駅	03-5388-9333	東京都渋谷区本町2-17-14 小泉ビル 1F	35.683032013211765	139.68085771473187	[火～日] 11:30～14:30(都合によりしばらくランチ営業のみとなります) 日曜営業	毎週月曜(祝日の場合翌火曜) 第二・第四火曜	13席 （カウンター７席、テーブル６席）	https://tabelog.com/tokyo/A1318/A131807/13004351/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/80969/80969215.jpg?token=c5d106b&api=v2
絢	3.58	成城学園前駅	03-3483-4056	東京都調布市入間町3-1-1	35.65012739822863	139.59005177534527	11:30～14:3017:00～21:00スープ切れ終了 日曜営業	月曜 火曜	14席 （カウンター4席、テーブル10席）	https://tabelog.com/tokyo/A1318/A131814/13154666/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/19943/19943331.jpg?token=904f7f0&api=v2
スパイスラーメン 点と線.	3.58	下北沢駅	非公開	東京都世田谷区北沢2-14-5 イスズビル 2F	35.65995159053351	139.66758043982924	11:30～15:00（L.O.）17:30～22:00（L.O.） 日曜営業	不定休	18席 （カウンター10席、テーブル4席）	https://tabelog.com/tokyo/A1318/A131802/13211061/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/77861/77861444.jpg?token=0752dca&api=v2
らぁめんや やしげる	3.58	経堂駅	03-3425-8651	東京都世田谷区宮坂3-12-3 ドム経堂 1F	35.6522352057197	139.6369961246576	[水～金] 11:30～15:00 18:00～22:00(L.O.21:30) [土・日] 11:30～21:00(L.O.20:30) 日曜営業	月曜日・火曜日	7席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131813/13168809/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/89782/89782120.jpg?token=a0988b5&api=v2
中華そば こてつ	3.58	下北沢駅	03-5465-0044	東京都世田谷区北沢2-39-13	35.66458607242753	139.66629811072434	11:30～15:00、17:00～22:30 日曜営業	火曜日	8席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131802/13198320/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93805/93805627.jpg?token=f1ff584&api=v2
草むら	3.58	永福町駅	03-3323-9360	東京都杉並区大宮1-1-1	35.68284184069807	139.6471402501427	［水～日］11:00～15:00／17:00～20:00［月］11:00～15:00 日曜営業	火曜定休		https://tabelog.com/tokyo/A1318/A131805/13058306/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/87559/87559538.jpg?token=fa166ac&api=v2
らーめん 桑嶋	3.58	下北沢駅	03-5790-9843	東京都世田谷区代田6-3-26	35.66271570488744	139.66560880964138	【月～金】12:00～14:00（L.O） 18:00～23:30（L.O）【土日祝祭日】12:00～15:00 (L.O) 18:00～23:00 (L.O)※スープや麺が無くなった時には早めに閉めることあります※ 日曜営業	火曜日 ※その他の日、お休み頂く場合もあります。	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131802/13185159/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/88933/88933026.jpg?token=6110c4e&api=v2
らーめんMAIKAGURA	3.58	千歳船橋駅	03-6875-7110	東京都世田谷区船橋1-38-4	35.64806910224856	139.61899313666862	１１：００〜１５：００　１８：００〜２２：００（但し、スープ切れの際は営業を終了させていただく場合がございます。）	月曜日(祝日の場合は火曜日)	9席	https://tabelog.com/tokyo/A1318/A131813/13218425/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/83448/83448113.jpg?token=9eaa209&api=v2
ラーメン 凪 下北沢店	3.58	下北沢駅	03-5787-5037	東京都世田谷区北沢2-12-2	35.66104564358939	139.66777565102257	[月～木・日] 11:00～23:00 [金・土・祝前日] 11:00～翌3:00 日曜営業	無休	13席 （カウンター9席、テーブル4席）	https://tabelog.com/tokyo/A1318/A131802/13199195/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/91308/91308015.jpg?token=3847645&api=v2
名前のない中華そば屋	3.58	幡ケ谷駅	不明の為情報お待ちしております	東京都渋谷区幡ヶ谷3-16-3	35.679825121514966	139.67336904407267	『月－木、土日』11:30~14:00頃（※昼に売り切れの場合は夜営業は無し。）※木・金連休がたまにあります。夜営業は麺が余ったら営業。18:30に暖簾が出ていたら、営業している。　　　　　現在夜営業していない模様2018.7現 日曜営業	金曜日	6席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131807/13208276/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92538/92538451.jpg?token=941638f&api=v2
ねじ式	3.57	幡ケ谷駅	03-3375-2242	東京都渋谷区幡ヶ谷2-47-12 田口ビル1F	35.67926599840358	139.67719320123553	11:30～15:0018:00～22:00※材料切れ次第終了 日曜営業	木曜	9席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131807/13115792/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/79874/79874126.jpg?token=18d5b62&api=v2
大勝軒 代々木上原 （たいしょうけん）	3.57	代々木上原駅	03-3467-1479	東京都渋谷区上原1-17-11	35.66919474785862	139.6822987918995	【月～金】11:00～23:00 (L.O.21:59)【土・日・祝】11:00～22:00 (L.O.21:30) 日曜営業	水曜日	60席	https://tabelog.com/tokyo/A1318/A131811/13012553/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93498/93498017.jpg?token=18f71f3&api=v2
孤高	3.57	八幡山駅	03-3306-2339	東京都杉並区上高井戸1-1-17 日立八幡山ビル 1Ｆ	35.66921274709292	139.61557377702138	お昼　11:30～14:00(Lo13:50)平日　18:00～21:30(Lo)土日祝　17:30～20:30 (Lo) 日曜営業	月曜日(祝日の場合は火曜日)	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131809/13164010/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/48164/48164141.jpg?token=71ca4a6&api=v2
辛っとろ麻婆麺 あかずきん	3.57	祖師ケ谷大蔵駅	050-5593-9824	東京都世田谷区砧8-6-27	35.640768713802395	139.60806043284097	[月～金] 11:00～14:15,16:30～22:15[土・日・祝] 11:00～20:15⚪︎各営業時間は材料切れ次第終了となる場合がございます 日曜営業	無休（年末年始除く）	9席 （カウンター5席、４人掛けテーブル１卓）	https://tabelog.com/tokyo/A1318/A131814/13199911/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/69599/69599334.jpg?token=2c57943&api=v2
ラーメン二郎 環七新代田店 （らーめんじろう）	3.56	新代田駅	非公開	東京都世田谷区代田5-29-5 櫻井ビル 1F	35.6619204214731	139.66041622194604	[火～金]11:00～14:00くらい17:00～20:00くらい[土・日・祝]11:00～14:00くらい（通し営業） 日曜営業	月曜（月曜の祝日、含）	10席 （カウンター席のみ）	https://tabelog.com/tokyo/A1318/A131803/13010833/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93075/93075646.jpg?token=a48186e&api=v2
りらくしん	3.56	豪徳寺駅	不明の為情報お待ちしております	東京都世田谷区豪徳寺1-5-1	35.65049447507725	139.64758781341533	11:30～13:30前後18:00～20:00前後（いずれもスープ切れ次第終了）	日曜、月曜	8席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131813/13013897/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93915/93915427.jpg?token=a0f48f9&api=v2
とんくる	3.56	笹塚駅	03-5388-4186	東京都渋谷区笹塚2-11-7	35.67516922870305	139.66814346534292	[火～土]11:00～16:00 , 17:30〜20:00[日・祝]11:00～16:00 日曜営業	月曜・第４火曜（祝日の場合は次の平日がお休みになります）		https://tabelog.com/tokyo/A1318/A131808/13151488/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93179/93179359.jpg?token=cab857f&api=v2
麺屋福丸	3.56	笹塚駅	03-6276-0027	東京都渋谷区幡ヶ谷1-9-6 リッツ幡ヶ谷1階	35.67555213868957	139.67206398439313	[火～金]11:00～15:00 18:00～22:00[土・日・祝]11:00～15:00 18:00～21:00[月]定休日 日曜営業	月曜日	14席 （カウンター14席）	https://tabelog.com/tokyo/A1318/A131808/13208773/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/81598/81598035.jpg?token=feb30c7&api=v2
中華そば きび	3.55	明大前駅	03-6379-4955	東京都世田谷区松原2-42-5 明大前フラワーハイホーム 1F	35.66875949004506	139.648971024252	11:30～15:0017:00～22:00 日曜営業	月曜日（臨時休もあり）		https://tabelog.com/tokyo/A1318/A131804/13190364/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/87327/87327338.jpg?token=bebf7a3&api=v2
心や	3.55	幡ケ谷駅	03-3376-3370	東京都渋谷区幡ヶ谷2-19-2	35.67678296464601	139.67438465534826	[月〜金]11:30〜15:00 18:00〜翌3:00ラストオーダー：昼14:50 夜2:50[土日]11:30〜翌3:00 ラストオーダー：翌2:50 日曜営業	無休	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131807/13198601/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/80256/80256841.jpg?token=771f4d8&api=v2
ソイ ソース ラーメン 醤屋 （Soy Sauce Ramen Janya）	3.55	下高井戸駅	不明の為情報お待ちしております	東京都世田谷区松原3-30-12	35.66651321832023	139.64192365740197	11:30～14:3017:30～21:00	火曜日		https://tabelog.com/tokyo/A1318/A131809/13217634/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/88563/88563082.jpg?token=2d9135f&api=v2
中華そば専門店 勝や （かつや）	3.54	梅ケ丘駅	03-3427-0633	東京都世田谷区梅丘1-22-11	35.65547883830137	139.6534152661118	11:00～14:3017:30～20:3017:30～20:00（土曜日曜祝日） 日曜営業	水曜日･第3木曜日	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131812/13025357/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93288/93288466.jpg?token=dbaf992&api=v2
サバ6製麺所 成城学園前店	3.54	成城学園前駅	03-5787-7661	東京都世田谷区成城6-12-8	35.64085717512301	139.6000266515283	11:00～23:00 日曜営業	無休	19席	https://tabelog.com/tokyo/A1318/A131814/13222474/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/93161/93161009.jpg?token=a766931&api=v2
らあめん英 （ひで）	3.53	経堂駅	03-5477-3707	東京都世田谷区経堂2-8-7	35.653483926688146	139.63449848506488	11:30～24:00 日曜営業	不定休	12席 （カウンターのみ）	https://tabelog.com/tokyo/A1318/A131813/13004773/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/8614/8614179.jpg?token=89963ca&api=v2
榮じ （栄じ えいじ）	3.53	千歳烏山駅	03-3326-4449	東京都世田谷区南烏山5-17-11 三栄ビル　１Ｆ	35.66754132272951	139.6007032624505	[水～金]11:30～15:0018:00～21:00[土・日・祝]11:30～21:00 日曜営業	月曜日・火曜日	（カウンターのみ）	https://tabelog.com/tokyo/A1318/A131809/13006620/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/91944/91944717.jpg?token=06887b8&api=v2
はつね	3.78	西荻窪駅	03-3333-8501	東京都杉並区西荻南3-11-9	35.7034363271822	139.59977633547842	【平日】11:00～17:00頃【土】11:00～16:00頃※スープが無くなり次第終了	日曜・月曜・祝日	6席 （カウンターのみ）	https://tabelog.com/tokyo/A1319/A131907/13000717/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/71879/71879865.jpg?token=0423896&api=v2
麺尊 RAGE	3.74	西荻窪駅	非公開	東京都杉並区松庵3-37-22	35.701745926111705	139.59922002620047	【月～土】11:00～15:0018:00～21:00※月曜日はMONDAY RAMEN として営業（通常メニューとは別メニュー）【日・祝】11:00～16:00頃※スープ切れ次第終了 日曜営業		13席 （カウンター９席、テーブル4席）	https://tabelog.com/tokyo/A1319/A131907/13178309/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/84937/84937891.jpg?token=498f153&api=v2
RAMEN CiQUE （ラーメン チキュウ）	3.70	南阿佐ケ谷駅	非公開	東京都杉並区阿佐谷南3-10-8	35.70205615265888	139.6299921785152	［火］18:30～23:00［水～日］11:30～16:00／18:30～23:00　※ スープがなくなり次第営業終了（特に土日祝注意） 日曜営業	月曜日	6席 （カウンターのみ、待合ソファあり）	https://tabelog.com/tokyo/A1319/A131905/13048520/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/36047/36047031.jpg?token=b0fc43f&api=v2
中華蕎麦 蘭鋳	3.68	方南町駅	03-6319-1045	東京都杉並区堀ノ内2-13-13	35.68859191878981	139.65501599798526	【月～金】12：00～14：0018：00～21：00（各、スープ切れ終了）【土】12：00～15：00	日曜・祝日	8席 （カウンター8席）	https://tabelog.com/tokyo/A1319/A131903/13113532/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/77520/77520213.jpg?token=d5dff06&api=v2
純手打ち だるま	3.68	中野富士見町駅	非公開	東京都杉並区和田1-18-3	35.69086021076839	139.6665382699588	11:30-14:00 18:00-完売迄（現在は、19時前後に閉店が多い） 日曜営業	月曜夜、土曜夜、火曜終日定休	9席 （カウンターのみ）	https://tabelog.com/tokyo/A1319/A131903/13218715/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/86043/86043808.jpg?token=fb4d4d6&api=v2
かしわぎ	3.64	東中野駅	不明の為情報お待ちしております	東京都中野区東中野1-36-7	35.70428077574426	139.68564717616994	【日・月】11:30～15:00【水・木・金・土】11:30～15:0018:00～21:00 日曜営業	火曜	9席 （カウンター5席、4人テーブル×１）	https://tabelog.com/tokyo/A1319/A131901/13209326/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/84951/84951627.jpg?token=5b7df45&api=v2
貝節麺raik	3.64	方南町駅	03-5913-9119	東京都杉並区方南2-21-21	35.68407495245591	139.6579087434902	[火～土]11:30～15:00 18:00～23:00[日]11:30～15:00 18:00～21:00 日曜営業	月曜（祝日は営業）	10席 （カウンター7席、テーブル3席）	https://tabelog.com/tokyo/A1319/A131903/13219341/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/92786/92786350.jpg?token=c5a4e24&api=v2
麺屋 はし本	3.61	中野駅	03-3386-0550	東京都中野区新井1-25-4	35.71179545780808	139.66575320459475	平日　　11:30～20:00(売り切れ次第終了)土祝祭日11:30～17:00(売り切れ次第終了)	日曜日と第三月曜日		https://tabelog.com/tokyo/A1319/A131902/13205769/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/75193/75193590.jpg?token=e3ed94c&api=v2
